iter	Logloss	Accuracy
883	0.1561387101	0.9616981817
884	0.1560202876	0.961657864
885	0.1558828655	0.9617788171
886	0.1557337368	0.9620207233
887	0.1556297851	0.962061041
888	0.1554803596	0.9621013587
889	0.1553015098	0.9621819941
890	0.1551498148	0.9623835826
891	0.1550212297	0.9624239003
892	0.15488968	0.962464218
893	0.1547554883	0.9626658066
894	0.1546021556	0.9627061243
895	0.1544728371	0.9629883482
896	0.1543662354	0.9629883482
897	0.1542802655	0.9630689836
898	0.1540761589	0.9631899367
899	0.1539544085	0.9633915252
900	0.1538022473	0.9632302544
901	0.1536429274	0.9632705721
902	0.1535143545	0.9634721606
903	0.1533873802	0.9633915252
904	0.1532643833	0.9633512075
905	0.1531207688	0.9633915252
906	0.1529852603	0.9633108898
907	0.152786338	0.9634721606
908	0.1526280608	0.963552796
909	0.1524438591	0.9637140668
910	0.1523044779	0.9637543846
911	0.1521221928	0.9634721606
912	0.1519509191	0.9639559731
913	0.1518063949	0.9638753377
914	0.1516187708	0.9641575616
915	0.151447237	0.9643188324
916	0.1513271999	0.9642785147
917	0.1511727408	0.9644397855
918	0.1509797642	0.9646816917
919	0.150849512	0.9648026448
920	0.1507155901	0.9649639157
921	0.1505934445	0.9648832802
922	0.1504981151	0.9648832802
923	0.1504152458	0.964923598
924	0.150267779	0.9649639157
925	0.1501172922	0.9650042334
926	0.1499701965	0.9652058219
927	0.1498425282	0.9651655042
928	0.1497014793	0.9654074104
929	0.1495319513	0.9655283635
930	0.1493832	0.9654880458
931	0.1492158073	0.9655686812
932	0.1490644852	0.965729952
933	0.1489159627	0.9658912228
934	0.1488035917	0.9658912228
935	0.1486520332	0.9660121759
936	0.1485164054	0.9657702697
937	0.1483606234	0.9659718582
938	0.1482697471	0.9657702697
939	0.1481877773	0.9659315405
940	0.1480563027	0.9659718582
941	0.1478816388	0.9660121759
942	0.1477514674	0.9661331291
943	0.1475895751	0.9662540822
944	0.1474439758	0.9664556707
945	0.1473224705	0.9666975769
946	0.1471829835	0.9667378946
947	0.1470359576	0.9666975769
948	0.1468980425	0.9668588477
949	0.146818969	0.96681853
950	0.1467004611	0.96681853
951	0.1465896109	0.9669798008
952	0.1464411177	0.9670604362
953	0.1462877419	0.9670604362
954	0.1461545798	0.9671813893
955	0.1460167372	0.9673023425
956	0.1458834446	0.9673426602
957	0.1457202372	0.967503931
958	0.1455810564	0.9676248841
959	0.1454757705	0.9675845664
960	0.1453774157	0.9675845664
961	0.1452603913	0.9678264726
962	0.1451429382	0.9678264726
963	0.1450846175	0.9678667903
964	0.1449913739	0.9679474257
965	0.1448949359	0.9680683788
966	0.1448388504	0.9681490142
967	0.1447112993	0.9682296496
968	0.1446214791	0.968310285
969	0.1444590819	0.9685521913
970	0.1442740912	0.9688344152
971	0.1441621805	0.9688344152
972	0.1440698923	0.9690763214
973	0.1439293904	0.9690360037
974	0.1438598038	0.9691569568
975	0.1437300117	0.9692375922
976	0.1436285888	0.969398863
977	0.1434835211	0.9692779099
978	0.1433775123	0.9692375922
979	0.1432369804	0.9693182276
980	0.1430727135	0.9692375922
981	0.142896719	0.9693585453
982	0.1428394406	0.9694391807
983	0.142729366	0.9696004516
984	0.1425793813	0.9694391807
985	0.1424067486	0.9695198162
986	0.1422539986	0.9695601339
987	0.1421273276	0.9696407693
988	0.14198789	0.969681087
989	0.1418679106	0.9696004516
990	0.1417316632	0.9697214047
991	0.1416260983	0.9698020401
992	0.1415267447	0.9698826755
993	0.141468333	0.9698020401
994	0.1413348954	0.9697617224
995	0.1412117288	0.9698423578
996	0.1411366675	0.9698423578
997	0.1409702735	0.9699633109
998	0.1408601869	0.9700036286
999	0.1407616741	0.9701648994
